inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
final,le-149b8f716cc0ff22,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,104,104,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-f3e2b8c92e5f7cec,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,105,105,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-ab443398a9abfdcc,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,106,106,,,<!-- @contract structural-health-gate-kernel-exclusion-output -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-dcd23574c3c52eec,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,107,107,,,## 出力,,,,,,,,,context,,,,section label; obligations are in the section body
final,le-54ba1dc8ed5bc76d,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,108,108,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-11ffb694961223ff,rule,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,109,110,ro-38762b87bf6164bd,rf-bca58fe3b94a0318,`candidate_snapshot` の identity、`assessment`、finding 一覧、insufficient evidence、観測した source、未検証事項を 返す。Action と caller routing は親が行い、この Skill は後段処理を起動せず、resource へ書き戻さない。,deterministic-contract-only,structural-health-gate parent,structural-health-gate parent applies the `出力` obligation summarized as: `candidate_snapshot` の identity、`assessment`、finding 一覧、insufficient evidence、観測した source、未検証事項を 返す。Action と caller routing は親が行い、この Skill は後段処理を起動せず、resource へ書き戻さない。,"request, current workflow state, and evidence required by `出力`",structural-health-gate orchestration boundary in `出力`,separate a deterministic decision from its Action at structural-health-gate orchestration boundary in `出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `出力` has no current mechanism consuming request, current workflow state, and evidence required by `出力` at structural-health-gate orchestration boundary in `出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/structural-health-gate/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/structural-health-gate/SKILL.md:109-110,
final,le-fe83bca8e16c55b3,context,shared/skill/structural-health-gate/SKILL.md,69efe2f7a081e8594881b277f1fc47ceff60ba2e5c8ce9b948e409728e95b840,111,111,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-e7262a3fc6ccd437,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,1,1,,,<!-- @only claude -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-e0443baacb76557f,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,2,7,ro-fb1b11eff4c7708a,skill-invocation-platform-projection-work-unit-design,--- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 user-invocable: false ---,deterministic-mechanized,work-unit-design parent,work-unit-design parent applies the `document root` obligation summarized as: --- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 user-invocable: false ---,"request, current workflow state, and evidence required by `document root`",work-unit-design orchestration boundary in `document root`,existing deterministic source projection and metadata/contract validation,Gunte predicate/contract or platform metadata loader,Gunte predicate/contract or platform metadata loader,keep,,the `document root` structured block is consumed or byte-validated as one coherent Data unit,,
final,le-5968795df1931842,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,8,8,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-46cb0812e70c1bd1,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,9,9,,,<!-- @only codex -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-dd703c690e64342c,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,10,14,ro-3fed835edec2b63b,skill-invocation-platform-projection-work-unit-design,--- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 ---,derived-duplicate,work-unit-design parent,work-unit-design parent applies the `document root` obligation summarized as: --- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 ---,"request, current workflow state, and evidence required by `document root`",work-unit-design orchestration boundary in `document root`,,consumer-local natural-language projection,consumer-local natural-language projection,keep-projection,,editorial cross-source reconciliation found the same boundary meaning; this occurrence is retained for the named runtime consumer,consumer=codex; remaining_witness=shared/skill/work-unit-design/SKILL.md:2-8 (claude projection of the same shared invocation meaning),
final,le-64e91bb5ab29530a,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,15,15,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-4b261ea9e58cfdb3,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,16,16,,,<!-- @only cursor -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-dd24804c5f881d87,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,17,21,ro-4fc24b757368ea68,skill-invocation-platform-projection-work-unit-design,--- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 ---,derived-duplicate,work-unit-design parent,work-unit-design parent applies the `document root` obligation summarized as: --- name: work-unit-design description: >- impl-lead の同じ親 context 内だけで、関連成果候補群を受け入れ可能な Work Unit 集合へ正規化する internal skill。 ---,"request, current workflow state, and evidence required by `document root`",work-unit-design orchestration boundary in `document root`,,consumer-local natural-language projection,consumer-local natural-language projection,keep-projection,,editorial cross-source reconciliation found the same boundary meaning; this occurrence is retained for the named runtime consumer,consumer=cursor; remaining_witness=shared/skill/work-unit-design/SKILL.md:2-8 (claude projection of the same shared invocation meaning),
final,le-4229148e7f94e435,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,22,22,,,<!-- @/only -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-ae8e5386acf360ac,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,23,23,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-b8fc72bef4f8a89b,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,24,24,,,# work-unit-design,,,,,,,,,context,,,,section label; obligations are in the section body
final,le-29fa8d9d81bf1647,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,25,25,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-b3bb8fcecd37a26e,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,26,26,,,<!-- @contract work-unit-design-internal-guard -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-68c7632251227f91,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,27,27,,,## 位置づけと発火,,,,,,,,,context,,,,section label; obligations are in the section body
final,le-eb35f403e14cc484,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,28,28,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-1a6a801ad4c2811b,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,29,32,ro-da47a7a354e456af,rf-2f7c21fc0d6103e1,この Skill は新しい worker を起動するものではなく、呼び出し元の親が同じ context で従う判断手順書である。 ユーザーの直接要求、通常会話、`plan-craft` から暗黙に設計を始めず、実装単位の分割、統合、semantic dependency が 非自明な `impl-lead` の工程としてだけ使う。正式な Work Unit normalization の入口は `impl-lead` だけであり、この Skill 自身は要求全体から成果を決めず、実装・委譲・後続工程を開始しない。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `位置づけと発火` obligation summarized as: この Skill は新しい worker を起動するものではなく、呼び出し元の親が同じ context で従う判断手順書である。 ユーザーの直接要求、通常会話、`plan-craft` から暗黙に設計を始めず、実装単位の分割、統合、semantic dependency が 非自明な `impl-lead` の工程としてだけ使う。正式な Work Unit normalization の入口は `impl-lead` だけであり、この ,"request, current workflow state, and evidence required by `位置づけと発火`",work-unit-design orchestration boundary in `位置づけと発火`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `位置づけと発火`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `位置づけと発火` has no current mechanism consuming request, current workflow state, and evidence required by `位置づけと発火` at work-unit-design orchestration boundary in `位置づけと発火`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:29-32,
final,le-2e509ff7bb58da71,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,33,33,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-af3b6112b081126f,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,34,35,ro-70b5999b8e314436,rf-e6e4426d2934e443,runtime で Skill 間起動が提供されない場合、親はこの本文を工程として直接参照する。発火条件、入力、 候補の裁定、blocking の扱い、採用・実行・保存を親が持つという責務は変えない。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `位置づけと発火` obligation summarized as: runtime で Skill 間起動が提供されない場合、親はこの本文を工程として直接参照する。発火条件、入力、 候補の裁定、blocking の扱い、採用・実行・保存を親が持つという責務は変えない。,"request, current workflow state, and evidence required by `位置づけと発火`",work-unit-design orchestration boundary in `位置づけと発火`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `位置づけと発火`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `位置づけと発火` has no current mechanism consuming request, current workflow state, and evidence required by `位置づけと発火` at work-unit-design orchestration boundary in `位置づけと発火`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:34-35,
final,le-a04c2f0e4b331321,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,36,36,,,<!-- @/contract -->,,,,,,,,,context,,,,projection/contract span delimiter; enclosed source owns the rule
final,le-340bafdd7c2738b8,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,37,37,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-fb84009a3821d0fc,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,38,38,,,## 入力と出力,,,,,,,,,context,,,,section label; obligations are in the section body
final,le-2065290f8ed12f64,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,39,39,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-dff584226a378591,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,40,40,ro-268bff4ccfdbdfd9,rf-afb3db2ef3e421f7,親から、次の入力を受け取る。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: 親から、次の入力を受け取る。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:40-40,
final,le-ad165eabd18acdb9,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,41,41,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-210c5733d1807163,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,42,42,ro-17460fd8d836ed4c,rf-db5443a62c6da690,- `impl-lead` が要求全体から観測した、相互に境界判断が影響する関連成果候補群。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `impl-lead` が要求全体から観測した、相互に境界判断が影響する関連成果候補群。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:42-42,
final,le-0ac98b48aa84056b,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,43,44,ro-e6c61bd7f9e88af2,rf-9ad4664ff3b0e9ad,- grounding としての要求原文、AC の素材、constraints、既知の依存、repository の現状と既存調査。再正規化では 既存 Work Unit 集合、accepted 状況、worker 返却も含む。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - grounding としての要求原文、AC の素材、constraints、既知の依存、repository の現状と既存調査。再正規化では 既存 Work Unit 集合、accepted 状況、worker 返却も含む。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:43-44,
final,le-d3555de8efe9e838,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,45,45,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-eee69fa8d95734c6,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,46,47,ro-3140aaff0f09af00,rf-4d8b97c43a509a2a,成果候補は意味上区別できる到達結果についての transient observation であり、この Skill の固定 input schema、必須 ID、 Work Unit Data field、provenance field、永続 artifact にしない。raw request を起点に成果候補を再抽出しない。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: 成果候補は意味上区別できる到達結果についての transient observation であり、この Skill の固定 input schema、必須 ID、 Work Unit Data field、provenance field、永続 artifact にしない。raw request を起点に成果候補を再抽出しない。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:46-47,
final,le-59fea5dd892e2753,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,48,48,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-1776f996641d30a1,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,49,53,ro-0f0387539d95c47d,rf-6e6115542cf2ea1f,出力は会話内 execution data の候補であり、`work_units`、各単位の分割／統合 signal と理由・残存判断密度等の観測、 `blocking_gaps` で構成する。`blocking_gaps` は、与えられた関連成果候補群を安全に Work Unit 集合へ正規化できない不足、 矛盾、閉じていない scope に限定する。成果候補不足、要求解釈、run-wide coverage の問題を観測しても自身で修復せず、 既存の signal と理由により `impl-lead` へ返す。 各 `work_units` 要素は、次の fields を自己完結に持つ。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: 出力は会話内 execution data の候補であり、`work_units`、各単位の分割／統合 signal と理由・残存判断密度等の観測、 `blocking_gaps` で構成する。`blocking_gaps` は、与えられた関連成果候補群を安全に Work Unit 集合へ正規化できない不足、 矛盾、閉じていない scope に限定する。成果候補不足、要求解釈、run-wide coverage の問題を観測しても自身で,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:49-53,
final,le-46030f1de31aa813,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,54,54,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-963279652a93de20,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,55,55,ro-bbbd09e2110cf099,rf-481dc8fd4823a1cf,- `id`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `id`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:55-55,
final,le-72adef0db15e05e4,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,56,56,ro-5cd211be033c2d12,rf-df6d4f78ce7655b7,- `purpose`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `purpose`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:56-56,
final,le-1365a62a2acdabc0,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,57,57,ro-5140ad3f0c185869,rf-fc5d0cbf57224403,- `acceptance_criteria`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `acceptance_criteria`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:57-57,
final,le-ab4175b3c7512005,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,58,58,ro-73b61b1cd9dc0868,rf-b1a34e5b30919117,- `scope`: `change` と `exclude`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `scope`: `change` と `exclude`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:58-58,
final,le-8618b828500ea0ba,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,59,59,ro-302769e8972a688e,rf-de012fc09422cefc,- `implementation_freedom`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `implementation_freedom`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:59-59,
final,le-5f319e812e9cebe2,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,60,60,ro-53c02b604fb6d739,rf-cdd37f71145c0b4c,- `constraints`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `constraints`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:60-60,
final,le-7f8645240ed2aa57,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,61,61,ro-8a781695d87ec901,rf-ebf6692be4c3ec43,- `depends_on`: Work Unit ID 依存と、外部・repository・environment の precondition を別々に記録する。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `depends_on`: Work Unit ID 依存と、外部・repository・environment の precondition を別々に記録する。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:61-61,
