record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/resolve-kernel.toml:resolve-kernel-8c9571ea6519,contracts/resolve-kernel.toml,resolve-kernel-8c9571ea6519,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: resolve → apply → verify → semantic progress observation → frontier re-evaluation,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:9b76406a55f9042f223fe03012be736b827dc3aff1fb6f07e08b600deca991bf,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:9b76406a55f9042f223fe03012be736b827dc3aff1fb6f07e08b600deca991bf
baseline:contracts/resolve-kernel.toml:resolve-kernel-a9a01c7bb1b4,contracts/resolve-kernel.toml,resolve-kernel-a9a01c7bb1b4,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: verify failure reopen,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:6ab6cd5bbe0a430632de1ffa5da771c3d6dc724175b156ca4248c61b7425c04a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:6ab6cd5bbe0a430632de1ffa5da771c3d6dc724175b156ca4248c61b7425c04a
baseline:contracts/resolve-kernel.toml:resolve-kernel-caller-845c25b48391,contracts/resolve-kernel.toml,resolve-kernel-caller-845c25b48391,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: caller-owned boundary,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:5585e12dae6ba1cb3fe880d94c5da4e7d51d099fb932cb3e80711dd97390703a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:5585e12dae6ba1cb3fe880d94c5da4e7d51d099fb932cb3e80711dd97390703a
baseline:contracts/resolve-kernel.toml:resolve-kernel-distribution,contracts/resolve-kernel.toml,resolve-kernel-distribution,occurrences,"paths:plugins/claude/references/resolve-kernel.md,plugins/codex/references/resolve-kernel.md","paths:plugins/claude/references/resolve-kernel.md,plugins/codex/references/resolve-kernel.md contains 1 occurrence(s) of: # Resolve Kernel v1",Gunte occurrences,Gunte path/cardinality,no,structure,Path and occurrence count are deterministic structure.,Delete or duplicate the declared occurrence; the same predicate must report an occurrence violation.,,61a7b056d00b495f457de6c759871c73190a0c3b:46957a3688c99023cb3d7583837f464cef1f4a1af7506732f2098b45193eac09,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:46957a3688c99023cb3d7583837f464cef1f4a1af7506732f2098b45193eac09
baseline:contracts/resolve-kernel.toml:resolve-kernel-fe3b5659dc9f,contracts/resolve-kernel.toml,resolve-kernel-fe3b5659dc9f,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: workflow や orchestration ではなく,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:d9b752ec3f1e1769d88c80470d3b037173b504aa6c8e3d7466383ee3fe088861,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:d9b752ec3f1e1769d88c80470d3b037173b504aa6c8e3d7466383ee3fe088861
baseline:contracts/resolve-kernel.toml:resolve-kernel-frontier-not-7c2711fb85d6,contracts/resolve-kernel.toml,resolve-kernel-frontier-not-7c2711fb85d6,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: frontier empty is not workflow completion,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:ef23fcbfa10f301e3572fba4332856c1460cd93ac097d079872aff402d36ff6f,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:ef23fcbfa10f301e3572fba4332856c1460cd93ac097d079872aff402d36ff6f
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-forbids-477d1a61c25a,contracts/resolve-kernel.toml,resolve-kernel-mapping-forbids-477d1a61c25a,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: resolver=,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:c05948b7b3aeec433d5daa40a5d0d23e215eab8dfdd2ac2f97429266aea00842,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c05948b7b3aeec433d5daa40a5d0d23e215eab8dfdd2ac2f97429266aea00842
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-forbids-c1de4f22daa0,contracts/resolve-kernel.toml,resolve-kernel-mapping-forbids-c1de4f22daa0,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: authority=,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:05b056b96dfb7cb8ebaeff7ac0278441de74ad5a3a1150b96100edb720620bd0,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:05b056b96dfb7cb8ebaeff7ac0278441de74ad5a3a1150b96100edb720620bd0
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-forbids-d4e1171b6bf1,contracts/resolve-kernel.toml,resolve-kernel-mapping-forbids-d4e1171b6bf1,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: counterpart=,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:414227964d404cccd59463175d90a81043dd80986b6f47e26c6cd966252c5d64,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:414227964d404cccd59463175d90a81043dd80986b6f47e26c6cd966252c5d64
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-forbids-fcbb76e95193,contracts/resolve-kernel.toml,resolve-kernel-mapping-forbids-fcbb76e95193,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: caller=,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:a7120a01befbb22a6d2e3c16e7a5dc8fc34fc2566ba4b73b3115b4d9d2cdc72a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:a7120a01befbb22a6d2e3c16e7a5dc8fc34fc2566ba4b73b3115b4d9d2cdc72a
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-identity-forbids-0688d2cd2703,contracts/resolve-kernel.toml,resolve-kernel-mapping-identity-forbids-0688d2cd2703,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: 人間,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:cbd1daa9f714ab2a047c2bb0436d234f9cb4658492b5a5fcc7bdd770c80bacfd,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:cbd1daa9f714ab2a047c2bb0436d234f9cb4658492b5a5fcc7bdd770c80bacfd
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-identity-forbids-7cbc895ba5d3,contracts/resolve-kernel.toml,resolve-kernel-mapping-identity-forbids-7cbc895ba5d3,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: plan-craft,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:da6e02962831efe9141ba22ddcc9d6a6d6128687887f6fc8257a81eb541a9af9,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:da6e02962831efe9141ba22ddcc9d6a6d6128687887f6fc8257a81eb541a9af9
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-identity-forbids-b5fb9491a377,contracts/resolve-kernel.toml,resolve-kernel-mapping-identity-forbids-b5fb9491a377,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: planner,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:1cd515b898cb4737b1dccb6d0c21138a84fda5b33a9fbd7d372352e54ff2035e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:1cd515b898cb4737b1dccb6d0c21138a84fda5b33a9fbd7d372352e54ff2035e
baseline:contracts/resolve-kernel.toml:resolve-kernel-mapping-identity-forbids-c6a81d73c12c,contracts/resolve-kernel.toml,resolve-kernel-mapping-identity-forbids-c6a81d73c12c,forbids,slice:resolve-kernel-v1,slice:resolve-kernel-v1 excludes forbidden witness: plan-quality-advisor,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:db575217665ae251f7872a508780b401814f7e2998e227d490554463358e7f75,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:db575217665ae251f7872a508780b401814f7e2998e227d490554463358e7f75
baseline:contracts/resolve-kernel.toml:resolve-kernel-mention-allowlist,contracts/resolve-kernel.toml,resolve-kernel-mention-allowlist,forbids,"exclude_paths:plugins/claude/references/resolve-kernel.md,plugins/claude/skills/plan-craft/SKILL.md,plugins/claude/skills/plan-craft-approval/SKILL.md,plugins/claude/skills/proposal/SKILL.md,plugins/claude/skills/proposal-dialogue/SKILL.md,plugins/codex/references/resolve-kernel.md,plugins/codex/skills/plan-craft/SKILL.md,plugins/codex/skills/plan-craft-approval/SKILL.md,plugins/codex/skills/proposal/SKILL.md,plugins/codex/skills/proposal-dialogue/SKILL.md","exclude_paths:plugins/claude/references/resolve-kernel.md,plugins/claude/skills/plan-craft/SKILL.md,plugins/claude/skills/plan-craft-approval/SKILL.md,plugins/claude/skills/proposal/SKILL.md,plugins/claude/skills/proposal-dialogue/SKILL.md,plugins/codex/references/resolve-kernel.md,plugins/codex/skills/plan-craft/SKILL.md,plugins/codex/skills/plan-craft-approval/SKILL.md,plugins/codex/skills/proposal/SKILL.md,plugins/codex/skills/proposal-dialogue/SKILL.md excludes forbidden witness: resolve-kernel",Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:7bfe6a28d451047cb9f2bea20306f0f17040442b9085c32e3b059f746ea13e21,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7bfe6a28d451047cb9f2bea20306f0f17040442b9085c32e3b059f746ea13e21
baseline:contracts/resolve-kernel.toml:resolve-kernel-no-5295682cf462,contracts/resolve-kernel.toml,resolve-kernel-no-5295682cf462,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: no-progress cycle は進展とみなさず,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:cb723ba84afc27e6ecd940b30697d925b90be513e12a0a27bce4647f6bdee180,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:cb723ba84afc27e6ecd940b30697d925b90be513e12a0a27bce4647f6bdee180
baseline:contracts/resolve-kernel.toml:resolve-kernel-no-d528e97bd453,contracts/resolve-kernel.toml,resolve-kernel-no-d528e97bd453,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: latent な issue を新たに探索して frontier へ追加しない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:47dd04bef58610d5826d5781ac64ed6d290919c74ce354c7decbf665dfdef6d1,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:47dd04bef58610d5826d5781ac64ed6d290919c74ce354c7decbf665dfdef6d1
baseline:contracts/resolve-kernel.toml:resolve-kernel-no-new-public-7281e4e76ede,contracts/resolve-kernel.toml,resolve-kernel-no-new-public-7281e4e76ede,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: 新しい workflow-level status、ledger schema、public parameter を所有・導入しない。,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:370f083254c68cddc190a896a0f71baab2ad82403a201e06b9d72f4c7f5002e6,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:370f083254c68cddc190a896a0f71baab2ad82403a201e06b9d72f4c7f5002e6
baseline:contracts/resolve-kernel.toml:resolve-kernel-queue-not-4ca5591f24a7,contracts/resolve-kernel.toml,resolve-kernel-queue-not-4ca5591f24a7,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: 判断 queue を最初に固定しない,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:1311830df33c4aec9ffa6e4e7cb6caee325b0bc9dd5c37aee1c065565b938f32,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:1311830df33c4aec9ffa6e4e7cb6caee325b0bc9dd5c37aee1c065565b938f32
baseline:contracts/resolve-kernel.toml:resolve-kernel-reference-identity,contracts/resolve-kernel.toml,resolve-kernel-reference-identity,occurrences,"paths:plugins/claude/references/resolve-kernel.md,plugins/codex/references/resolve-kernel.md","paths:plugins/claude/references/resolve-kernel.md,plugins/codex/references/resolve-kernel.md contains 1 occurrence(s) of: Kernel identity: `resolve-kernel-v1`.",Gunte occurrences,Gunte path/cardinality,no,structure,Path and occurrence count are deterministic structure.,Delete or duplicate the declared occurrence; the same predicate must report an occurrence violation.,,61a7b056d00b495f457de6c759871c73190a0c3b:2715fe502ac10fc2a073b9f937e56b33b57e6d8292986fcf9f9f37789d3e1ac2,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:2715fe502ac10fc2a073b9f937e56b33b57e6d8292986fcf9f9f37789d3e1ac2
baseline:contracts/resolve-kernel.toml:resolve-kernel-scope-5a2f31a86441,contracts/resolve-kernel.toml,resolve-kernel-scope-5a2f31a86441,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: 共通 `resolve` Skill の新設と、他 workflow への適用は対象外である。,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:f5dd872084c6399774d3527b581358f23091664f2fb7c33f7f981a00fc52da45,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:f5dd872084c6399774d3527b581358f23091664f2fb7c33f7f981a00fc52da45
baseline:contracts/resolve-kernel.toml:resolve-kernel-scope-6e5bfe772492,contracts/resolve-kernel.toml,resolve-kernel-scope-6e5bfe772492,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: caller 固有 mapping は各 caller Skill が所有し、この Kernel は caller role mapping を複製しない。,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:2cac5a0e37a956371e2fe0602f14ebfb9dcc1eeb0f678980209ff3054aae8473,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:2cac5a0e37a956371e2fe0602f14ebfb9dcc1eeb0f678980209ff3054aae8473
baseline:contracts/resolve-kernel.toml:resolve-kernel-stable-9e120abdb7f4,contracts/resolve-kernel.toml,resolve-kernel-stable-9e120abdb7f4,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: 初期 caller は `proposal` と `proposal-dialogue` の2つに限定する。,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:7252a95d87477bda85ca9f8b3c6dc77f2018151b917e3ad8e66c8a096369852d,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7252a95d87477bda85ca9f8b3c6dc77f2018151b917e3ad8e66c8a096369852d
baseline:contracts/resolve-kernel.toml:resolve-kernel-updated-dd8d70eaf04d,contracts/resolve-kernel.toml,resolve-kernel-updated-dd8d70eaf04d,requires,slice:resolve-kernel-v1,slice:resolve-kernel-v1 contains required witness: semantic progress を確認した updated snapshot,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:7483c75ae70a017b0a0941e87847490f239f9b66229906f0482a62906bf3088e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7483c75ae70a017b0a0941e87847490f239f9b66229906f0482a62906bf3088e
baseline:contracts/workers.toml:advisor-kernel-exact-requires-2ac2892118cc,contracts/workers.toml,advisor-kernel-exact-requires-2ac2892118cc,requires,slice:plan-quality-advisor-boundary,slice:plan-quality-advisor-boundary contains required witness: ## necessity-kernel v1 の mapping 親から既存の `判定基準` または `必要な周辺 context` の一部として渡された共有規範の identity / 適用範囲 / Deletion Test を使…,Gunte requires,EVAL: necessity-kernel-indeterminate + plan-quality-advisor-evidence-only,issue-candidate,eval,Indeterminate evidence and nonbinding advisor boundaries require behavior-level observation.,Deterministic text mutation is nonapplicable; indeterminate case must expose missing evidence without new verdict or direct edit.,,61a7b056d00b495f457de6c759871c73190a0c3b:a35b2bbcf229af3878e5c29c34892f81cfe67ab56361799291432efbc5e2a9fb,absent
baseline:contracts/workers.toml:advisor-return-exact-requires-f90ab12230b4,contracts/workers.toml,advisor-return-exact-requires-f90ab12230b4,requires,slice:plan-quality-advisor-boundary,slice:plan-quality-advisor-boundary contains required witness: ## 返却 Data 返却は親が裁定する非拘束 Data です。各 insight は `id`、`observation`、`evidence`、`impact`、 `question_or_option` を持ち、candidat…,Gunte requires,Gunte coherent insight_fields declaration + EVAL: plan-quality-advisor-evidence-only,issue-candidate,structure,The five fields are explicit external return Data; prose about quality and stopping remains semantic.,Remove evidence or question_or_option from insight_fields; advisor-return-fields-data-eb3fb802df39 must fail on both targets.,advisor-return-fields-data-eb3fb802df39,61a7b056d00b495f457de6c759871c73190a0c3b:031fd780bd7af2b8407d7fdaf6b293edf7ecee8a3905120895deb1426e4d8bab,absent
final-only:contracts/workers.toml:advisor-return-fields-data-eb3fb802df39,contracts/workers.toml,advisor-return-fields-data-eb3fb802df39,requires,slice:plan-quality-advisor-boundary,"slice:plan-quality-advisor-boundary contains required witness: insight_fields = [id, observation, evidence, impact, question_or_option]",not present at baseline,Gunte coherent declaration Data,post-baseline-wu2,structure,WU-2 replacement records a related loader/role/return interface as one explicit Data block.,Break one declared field/value; advisor-return-fields-data-eb3fb802df39 must fail on both targets while prose rewording remains Green.,,absent,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:380bcc4c6011fb89f0e9fccddd15d06fd41d94e0584487be82183e1559bcfef1
baseline:contracts/workers.toml:expert-worker-boundary-forbids-02573bebb2ce,contracts/workers.toml,expert-worker-boundary-forbids-02573bebb2ce,forbids,slice:expert-worker-boundary,slice:expert-worker-boundary excludes forbidden witness: 段階 gate,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:b3b703fc8f84f253090a72420c7f884a21eb35db9a61b41bf75940d7d0cd35f1,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:b3b703fc8f84f253090a72420c7f884a21eb35db9a61b41bf75940d7d0cd35f1
baseline:contracts/workers.toml:expert-worker-boundary-forbids-190f947356bc,contracts/workers.toml,expert-worker-boundary-forbids-190f947356bc,forbids,slice:expert-worker-boundary,slice:expert-worker-boundary excludes forbidden witness: 固定 worktree,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:8f941f1493c6fd9796b3a0c16ef6c4c616290e10fa34a88cb73fa3e3d7ac257c,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:8f941f1493c6fd9796b3a0c16ef6c4c616290e10fa34a88cb73fa3e3d7ac257c
baseline:contracts/workers.toml:expert-worker-boundary-forbids-1d373001a5e5,contracts/workers.toml,expert-worker-boundary-forbids-1d373001a5e5,forbids,slice:expert-worker-boundary,slice:expert-worker-boundary excludes forbidden witness: 段階 commit,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:ef6196c085c1ed8e849ac4467e848408543e35e5c3fbb2191240f71aedc4505f,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:ef6196c085c1ed8e849ac4467e848408543e35e5c3fbb2191240f71aedc4505f
baseline:contracts/workers.toml:expert-worker-boundary-forbids-9fd7733a426f,contracts/workers.toml,expert-worker-boundary-forbids-9fd7733a426f,forbids,slice:expert-worker-boundary,slice:expert-worker-boundary excludes forbidden witness: 委譲 mode,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:e7bcf7ac5e374b7bd1969c144fd3492242daea385c842879dac1365603560db3,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:e7bcf7ac5e374b7bd1969c144fd3492242daea385c842879dac1365603560db3
baseline:contracts/workers.toml:expert-worker-boundary-requires-212912559ecb,contracts/workers.toml,expert-worker-boundary-requires-212912559ecb,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: scope,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:7ae94cbc5bc49ec923a5953f9b899a02d5d2edf350585474d78670d5cc27dac1,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:7ae94cbc5bc49ec923a5953f9b899a02d5d2edf350585474d78670d5cc27dac1
baseline:contracts/workers.toml:expert-worker-boundary-requires-9b756b9c282d,contracts/workers.toml,expert-worker-boundary-requires-9b756b9c282d,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 推測せず親,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:d92758ff348acfa2ffabcedb4ec3b913fba875f544a2aa6b945baf4076897274,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:d92758ff348acfa2ffabcedb4ec3b913fba875f544a2aa6b945baf4076897274
baseline:contracts/workers.toml:expert-worker-boundary-requires-ba0be39d1500,contracts/workers.toml,expert-worker-boundary-requires-ba0be39d1500,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 不足,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:97ac05bbb0187406cebf5962fbe65f2a991e4d06a8ec3da997986930996267b4,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:97ac05bbb0187406cebf5962fbe65f2a991e4d06a8ec3da997986930996267b4
baseline:contracts/workers.toml:expert-worker-boundary-requires-ba1c453fc5f1,contracts/workers.toml,expert-worker-boundary-requires-ba1c453fc5f1,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 責任境界,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:6c948593e21c01304af1a1ed6b2758f26aebfb16d69047fa6383a6207119dc37,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:6c948593e21c01304af1a1ed6b2758f26aebfb16d69047fa6383a6207119dc37
